,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (μS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
782,TR19A,2010-03-24,8.8,11.5,24.3,14.0,8199,0.3,0.076,0.04,0.83,0.021
783,TR19A,2010-04-23,8.0,10.0,24.4,2.7,17781,0.1,0.073,0.03,0.77,0.014
784,TR19A,2010-05-14,9.6,9.4,25.6,21.0,10930,0.4,0.3,0.02,1.6,0.038
785,TR19A,2010-06-10,8.6,8.2,25.2,39.0,255,1.1,0.056,0.09,0.4,0.014
786,TR19A,2010-07-21,8.1,8.0,27.8,22.0,1462,0.7,0.091,0.11,0.71,0.012
787,TR19A,2010-08-16,7.8,8.2,29.0,2.9,6046,0.7,0.051,0.05,0.72,0.009
788,TR19A,2010-09-15,7.7,8.0,28.1,5.2,781,0.4,0.037,0.03,0.83,0.019
789,TR19A,2010-10-13,7.7,8.3,27.7,2.3,1589,0.8,0.045,0.05,0.87,0.008
790,TR19A,2010-11-19,7.4,9.1,23.1,6.3,1946,3.0,0.048,0.04,0.95,0.022
791,TR19A,2010-12-13,9.1,9.7,22.2,7.4,568,0.7,0.025,0.02,0.25,0.005
792,TR19C,2010-01-13,7.8,10.3,16.8,4.1,2063,1.5,0.048,0.05,1.1,0.014
793,TR19C,2010-02-03,8.2,9.5,20.7,9.0,518,7.3,0.056,0.04,0.32,0.004
794,TR19C,2010-03-24,8.6,9.8,24.4,5.5,8373,1.7,0.078,0.07,0.69,0.021
795,TR19C,2010-04-23,8.8,10.1,24.9,3.6,3866,1.4,0.027,0.06,0.88,0.025
796,TR19C,2010-05-14,9.3,10.9,25.8,14.0,3171,8.8,0.051,0.1,0.93,0.012
797,TR19C,2010-06-10,8.9,8.3,25.0,26.0,180,0.1,0.051,0.07,0.53,0.016
798,TR19C,2010-07-21,7.7,8.7,28.1,5.7,1028,4.0,0.053,0.04,0.71,0.013
799,TR19C,2010-08-16,7.8,7.8,28.0,16.0,1896,11.0,0.022,0.05,0.55,0.01
800,TR19C,2010-09-15,7.5,7.9,28.0,2.0,426,1.2,0.021,0.03,0.83,0.013
801,TR19C,2010-10-13,7.6,8.1,27.5,19.0,1776,2.4,0.075,0.04,0.79,0.01
802,TR19C,2010-11-19,7.6,8.8,23.8,7.9,1006,11.0,0.037,0.05,0.54,0.12
803,TR19C,2010-12-13,8.7,9.8,22.6,6.7,564,2.7,0.015,0.03,0.29,0.004
804,TR19I,2010-01-13,7.6,7.7,15.3,1.6,26986,2.0,0.3,0.05,0.44,0.022
805,TR19I,2010-02-03,7.7,6.9,19.4,1.3,39148,2.9,0.17,0.03,0.14,0.01
806,TR19I,2010-03-24,7.8,6.4,24.2,2.3,15620,2.9,0.39,0.05,0.56,0.034
807,TR19I,2010-04-23,8.0,6.8,22.0,2.8,44033,0.7,0.14,0.04,0.11,0.009
808,TR19I,2010-05-14,8.3,11.1,25.8,7.1,27911,6.5,0.097,0.08,0.66,0.049
809,TR19I,2010-06-10,7.4,7.6,25.6,23.0,6412,0.5,0.11,0.05,0.48,0.017
810,TR19I,2010-07-21,7.8,6.5,29.0,16.0,22768,4.2,0.14,0.08,0.22,0.018
811,TR19I,2010-08-16,7.8,6.3,30.1,5.3,30202,2.9,0.087,0.05,0.27,0.014
812,TR19I,2010-09-15,7.8,7.5,29.4,3.3,17470,1.2,0.057,0.03,0.52,0.009
813,TR19I,2010-10-13,7.9,7.4,28.6,2.9,23568,5.9,0.17,0.07,0.36,0.018
814,TR19I,2010-11-19,7.6,6.0,24.5,4.3,40986,4.5,0.12,0.1,0.15,0.013
815,TR19I,2010-12-13,7.7,7.7,21.2,2.7,18424,2.4,0.3,0.05,0.37,0.032
816,TR20B,2010-01-13,7.8,9.7,17.1,3.0,140,0.1,0.028,0.02,1.7,0.002
817,TR20B,2010-02-03,8.4,9.1,20.3,2.1,109,0.7,0.019,0.02,0.42,0.002
818,TR20B,2010-03-24,8.5,9.1,20.4,2.1,146,0.1,0.015,0.02,1.9,0.002
819,TR20B,2010-04-23,8.4,8.7,22.5,1.5,161,0.1,0.014,0.02,1.9,0.002
820,TR20B,2010-05-14,7.8,8.3,25.0,1.2,162,0.1,0.023,0.02,2.2,0.002
821,TR20B,2010-06-10,7.9,8.0,25.3,14.0,106,0.1,0.043,0.07,0.93,0.002
822,TR20B,2010-07-21,7.6,7.4,28.3,1.0,147,0.1,0.016,0.03,1.1,0.002
823,TR20B,2010-08-16,8.1,7.8,29.8,13.0,157,0.1,0.026,0.02,1.6,0.002
824,TR20B,2010-09-15,7.6,7.9,26.6,1.7,141,0.1,0.051,0.02,1.2,0.002
825,TR20B,2010-10-13,7.9,8.1,25.9,0.9,131,1.0,0.021,0.02,1.1,0.002
826,TR20B,2010-11-19,7.9,8.6,22.8,1.1,125,0.1,0.023,0.03,0.98,0.002
827,TR20B,2010-12-13,8.6,8.8,21.6,1.9,100,0.7,0.035,0.02,0.41,0.002
828,TR23A,2010-01-13,7.7,8.7,16.2,1.2,13055,1.1,0.29,0.04,0.61,0.016
829,TR23A,2010-02-03,7.9,7.4,19.7,2.0,27154,2.1,0.22,0.04,0.38,0.008
830,TR23A,2010-03-24,7.8,6.0,23.1,1.0,36235,1.4,0.19,0.04,0.24,0.009
831,TR23A,2010-04-23,8.3,7.8,22.9,1.7,13323,0.7,0.2,0.06,0.65,0.014
832,TR23A,2010-05-14,7.8,6.4,25.0,4.3,26907,1.0,0.2,0.06,0.39,0.01
833,TR23A,2010-06-10,7.3,7.3,25.5,17.0,9619,0.1,0.12,0.07,0.71,0.008
834,TR23A,2010-07-21,7.7,7.0,27.0,15.0,5706,2.3,0.11,0.09,0.25,0.009
835,TR23A,2010-08-16,7.9,5.8,29.2,6.0,34479,2.2,0.098,0.1,0.18,0.007
836,TR23A,2010-09-15,7.7,7.5,29.3,2.5,7019,1.3,0.065,0.02,0.38,0.005
837,TR23A,2010-10-13,7.8,6.7,29.4,2.8,11011,2.1,0.2,0.04,0.36,0.009
838,TR23A,2010-11-19,7.8,7.6,24.7,2.0,14385,2.4,0.64,0.08,0.42,0.014
839,TR23A,2010-12-13,7.8,8.2,22.4,3.9,10645,1.9,0.27,0.05,0.55,0.013
840,TR23L,2010-01-13,8.5,9.4,16.7,0.5,558,0.3,0.013,0.02,0.29,0.002
841,TR23L,2010-02-03,8.8,8.4,20.1,0.7,1206,1.7,0.027,0.02,0.2,0.002
842,TR23L,2010-03-24,8.9,8.9,24.3,5.4,1064,1.4,0.026,0.02,0.18,0.002
843,TR23L,2010-04-23,9.0,8.1,22.8,0.5,1006,0.1,0.01,0.02,0.28,0.002
844,TR23L,2010-05-14,7.8,7.5,24.3,3.0,670,0.3,0.01,0.03,0.3,0.002
845,TR23L,2010-06-10,8.3,8.1,24.7,4.4,223,0.1,0.018,0.02,0.43,0.003
846,TR23L,2010-07-21,8.3,7.7,26.4,5.8,245,0.8,0.016,0.03,0.18,0.007
847,TR23L,2010-08-16,8.3,7.9,27.0,5.4,629,0.4,0.015,0.02,0.19,0.002
848,TR23L,2010-09-15,8.2,7.5,28.3,21.0,338,0.6,0.013,0.02,0.2,0.002
849,TR23L,2010-10-13,7.4,7.2,26.8,9.4,346,1.0,0.017,0.02,0.23,0.002
850,TR23L,2010-11-19,8.1,8.3,23.1,2.7,356,0.1,0.042,0.03,0.29,0.002
851,TR23L,2010-12-13,7.7,8.2,22.5,3.5,506,0.3,0.018,0.02,0.22,0.002
852,TR4,2010-01-06,7.4,6.4,18.9,35.0,331,2.6,0.51,0.27,2.0,0.04
853,TR4,2010-02-18,8.0,8.7,15.1,5.9,389,2.0,0.56,0.17,2.2,0.095
854,TR4,2010-03-03,7.4,6.1,23.6,15.0,625,3.4,0.39,0.23,2.4,0.076
855,TR4,2010-04-08,7.8,6.6,19.3,4.1,429,4.6,1.5,0.37,2.2,0.15
856,TR4,2010-05-27,7.5,6.3,25.2,3.1,415,1.5,0.23,0.15,1.6,0.043
857,TR4,2010-06-30,7.5,7.3,28.6,2.9,455,1.6,0.31,0.19,1.6,0.032
858,TR4,2010-07-19,7.4,7.2,29.6,3.6,396,1.1,0.36,0.11,1.8,0.055
859,TR4,2010-08-13,7.2,7.2,29.5,3.2,684,1.5,0.37,0.11,0.92,0.058
860,TR4,2010-09-09,7.7,7.0,29.7,4.7,688,0.9,0.17,0.07,0.95,0.027
861,TR4,2010-10-20,7.6,7.3,25.8,2.8,281,1.5,0.3,0.11,0.74,0.035
862,TR4,2010-11-17,7.8,7.6,23.5,5.3,214,2.0,0.43,0.15,0.78,0.038
863,TR4,2010-12-15,7.7,6.5,20.5,6.9,199,2.4,0.6,0.81,4.6,0.27
864,TR6,2010-01-06,6.9,6.6,18.5,30.0,15146,1.8,1.2,0.17,0.82,0.097
865,TR6,2010-02-18,7.0,7.4,14.6,1.3,14014,0.7,1.0,0.13,0.9,0.068
866,TR6,2010-03-03,7.5,5.4,23.5,2.3,33518,3.8,1.4,0.14,0.45,0.074
867,TR6,2010-04-08,6.8,6.5,19.1,4.0,20793,2.5,1.7,0.21,0.59,0.069
868,TR6,2010-05-27,7.2,5.8,27.4,12.0,34857,5.0,0.28,0.15,0.08,0.012
869,TR6,2010-06-30,7.1,6.8,28.9,4.5,24562,0.6,0.26,0.1,0.41,0.013
870,TR6,2010-07-19,7.2,5.0,31.1,16.0,7369,2.8,0.62,0.18,0.27,0.05
871,TR6,2010-08-13,8.0,6.7,30.7,3.3,16412,2.5,0.35,0.09,0.29,0.015
872,TR6,2010-09-09,7.4,6.5,32.8,9.3,23357,3.9,0.27,0.09,0.12,0.011
873,TR6,2010-10-20,6.4,6.4,25.6,8.4,29392,2.7,0.43,0.11,0.19,0.019
874,TR6,2010-11-17,6.8,6.6,23.2,61.0,7936,1.2,0.71,0.22,0.47,0.046
875,TR6,2010-12-15,7.1,5.6,20.4,4.8,15966,1.7,0.23,0.42,4.8,0.059
876,TSR1,2010-01-14,7.5,6.2,23.0,66.0,326,23.0,3.4,0.42,0.57,0.21
877,TSR1,2010-02-17,7.7,10.3,13.3,21.0,247,7.3,1.9,0.2,1.2,0.21
878,TSR1,2010-03-12,8.1,8.5,18.4,30.0,360,43.0,2.5,0.79,0.6,0.23
879,TSR1,2010-04-16,7.9,7.4,18.0,6.4,277,5.0,1.9,0.38,1.2,0.15
880,TSR1,2010-05-13,9.0,11.7,33.0,9.2,328,6.5,0.92,0.4,1.0,0.14
881,TSR1,2010-06-04,7.7,8.1,28.0,9.5,234,2.8,0.87,0.2,1.1,0.17
882,TSR1,2010-07-14,8.5,10.5,31.8,20.0,226,3.8,0.49,0.16,0.79,0.17
883,TSR1,2010-08-02,8.5,9.2,32.7,7.3,243,3.8,0.62,0.22,0.86,0.097
884,TSR1,2010-09-02,8.5,9.8,31.1,15.0,248,4.5,0.43,0.18,0.82,0.14
885,TSR1,2010-10-15,7.6,6.0,27.4,26.0,140,5.9,0.78,0.19,0.87,0.085
886,TSR1,2010-11-01,8.1,10.7,27.4,23.0,214,8.4,0.4,0.27,0.76,0.19
887,TSR1,2010-12-10,8.3,8.4,24.0,52.0,375,15.0,3.0,0.59,0.33,0.3
888,TSR2,2010-01-14,8.4,10.3,21.5,3.9,81,2.1,0.49,0.1,1.2,0.021
889,TSR2,2010-02-17,7.9,11.5,12.9,6.1,115,1.8,0.79,0.12,1.3,0.022
890,TSR2,2010-03-12,8.1,9.3,17.8,5.9,173,3.8,1.8,0.31,1.1,0.062
891,TSR2,2010-04-16,8.4,10.4,19.8,4.7,134,0.7,0.23,0.09,1.3,0.025
892,TSR2,2010-05-13,8.6,8.9,31.5,7.9,129,1.2,0.59,0.13,0.84,0.019
893,TSR2,2010-06-04,8.2,9.0,28.1,17.0,118,0.3,0.26,0.08,0.82,0.019
894,TSR2,2010-07-14,8.7,8.8,31.5,8.6,131,1.2,0.23,0.15,0.84,0.01
895,TSR2,2010-08-02,8.9,9.2,32.2,4.8,102,0.1,0.047,0.03,0.71,0.007
896,TSR2,2010-09-02,8.7,9.1,30.3,6.6,126,1.5,0.48,0.1,0.82,0.016
897,TSR2,2010-10-15,7.8,8.5,26.8,59.0,51,0.6,0.036,0.03,0.66,0.011
898,TSR2,2010-11-01,8.5,10.1,25.2,3.8,145,1.9,0.68,0.12,0.64,0.031
899,TSR2,2010-12-10,8.1,10.3,22.1,7.5,119,1.7,0.078,0.05,0.93,0.018
900,TW1,2010-01-22,7.9,8.1,19.1,2.6,54,5.8,0.033,0.06,0.76,0.009
901,TW1,2010-02-06,7.9,8.4,19.3,1.8,90,1.0,0.037,0.07,0.74,0.005
902,TW1,2010-03-05,8.0,7.8,23.0,4.0,141,9.8,0.014,0.05,1.5,0.006
903,TW1,2010-04-14,8.5,8.4,20.8,3.4,95,1.0,0.039,0.06,0.7,0.005
904,TW1,2010-05-20,7.8,8.2,23.7,4.3,60,1.2,0.013,0.05,0.59,0.004
905,TW1,2010-06-02,7.9,8.2,23.0,7.1,96,0.5,0.059,0.2,1.0,0.01
906,TW1,2010-07-07,7.9,7.8,27.7,3.0,108,0.1,0.021,0.07,0.93,0.004
907,TW1,2010-08-06,7.8,7.8,26.3,0.9,68,0.1,0.014,0.02,0.4,0.002
908,TW1,2010-09-01,7.5,6.9,27.6,1.3,121,0.6,0.015,0.04,1.0,0.003
909,TW1,2010-10-04,7.7,7.8,25.6,19.0,102,0.2,0.018,0.05,0.96,0.004
910,TW1,2010-11-05,7.9,8.4,19.9,17.0,106,1.4,0.02,0.07,0.98,0.008
911,TW1,2010-12-04,7.7,8.6,20.0,1.0,107,0.6,0.021,0.04,0.78,0.003
912,TW2,2010-01-22,8.3,9.4,19.0,5.2,115,2.8,0.23,0.13,1.1,0.054
913,TW2,2010-02-06,8.2,9.1,19.4,11.0,118,2.0,0.31,0.15,1.1,0.083
914,TW2,2010-03-05,8.2,8.3,23.8,4.3,156,6.0,0.32,0.15,1.1,0.079
915,TW2,2010-04-14,8.6,8.8,20.5,6.9,137,2.7,0.46,0.2,1.0,0.085
916,TW2,2010-05-20,7.8,8.3,24.6,4.3,81,1.1,0.044,0.09,0.86,0.013
917,TW2,2010-06-02,8.0,8.5,23.2,11.0,124,2.6,0.073,0.11,1.4,0.037
918,TW2,2010-07-07,8.2,8.2,29.3,3.1,137,1.1,0.11,0.1,1.2,0.046
919,TW2,2010-08-06,7.9,8.0,27.1,3.3,88,1.0,0.064,0.04,0.59,0.016
920,TW2,2010-09-01,8.0,7.7,29.1,0.5,141,0.9,0.09,0.08,1.2,0.037
921,TW2,2010-10-04,8.1,8.4,25.4,1.1,120,1.1,0.081,0.09,1.2,0.04
922,TW2,2010-11-05,7.7,9.1,19.9,11.0,127,3.1,0.23,0.1,1.3,0.05
923,TW2,2010-12-04,8.3,9.4,20.3,1.6,124,2.0,0.27,0.12,1.1,0.06
924,TW3,2010-01-22,8.5,9.5,19.2,3.2,295,2.4,0.074,0.15,1.4,0.02
925,TW3,2010-02-06,8.5,9.3,19.5,3.8,297,1.3,0.099,0.21,1.6,0.029
926,TW3,2010-03-05,8.3,8.4,24.0,4.6,230,1.9,0.059,0.14,1.4,0.02
927,TW3,2010-04-14,9.1,8.9,20.7,3.6,308,0.5,0.057,0.15,1.5,0.031
928,TW3,2010-05-20,7.9,8.2,24.7,4.2,107,1.5,0.045,0.09,1.0,0.013
929,TW3,2010-06-02,8.0,8.5,23.3,3.0,123,1.7,0.054,0.14,1.3,0.02
930,TW3,2010-07-07,8.4,8.8,30.0,1.2,147,0.8,0.062,0.11,1.3,0.013
931,TW3,2010-08-06,8.0,8.0,27.0,1.0,92,0.9,0.043,0.05,0.68,0.008
932,TW3,2010-09-01,7.7,7.4,28.8,0.5,92,0.3,0.045,0.09,1.4,0.002
933,TW3,2010-10-04,8.1,8.5,25.3,6.7,106,1.0,0.025,0.09,1.5,0.008
934,TW3,2010-11-05,7.7,9.3,19.9,20.0,132,1.9,0.12,0.12,1.6,0.032
935,TW3,2010-12-04,8.3,10.0,20.8,2.9,125,0.8,0.027,0.1,1.3,0.008
936,YL1,2010-01-11,7.3,6.8,17.2,76.0,182,60.0,6.8,1.5,0.58,0.22
937,YL1,2010-02-25,7.7,4.2,25.2,38.0,814,123.0,43.0,3.8,0.002,0.005
938,YL1,2010-03-17,7.7,6.7,21.5,9.6,386,11.0,12.0,0.85,0.66,0.15
939,YL1,2010-04-22,7.9,3.3,26.1,8.0,893,110.0,60.0,6.7,0.002,0.035
940,YL1,2010-05-24,7.4,6.3,29.6,31.0,466,17.0,8.1,1.1,0.56,0.2
941,YL1,2010-06-18,7.1,6.7,30.4,30.0,374,20.0,10.0,1.4,0.41,0.12
942,YL1,2010-07-08,7.6,6.8,32.1,17.0,350,15.0,7.6,1.6,0.88,0.25
943,YL1,2010-08-25,7.4,5.9,29.5,21.0,458,28.0,12.0,3.6,0.002,0.004
944,YL1,2010-09-08,7.4,6.9,31.8,14.0,416,7.9,9.0,1.6,0.82,0.25
945,YL1,2010-10-14,9.2,6.6,29.4,14.0,351,7.2,4.6,0.87,0.77,0.23
946,YL1,2010-11-10,9.2,5.8,23.6,8.4,392,12.0,11.0,1.4,0.53,0.1
947,YL1,2010-12-08,7.4,6.6,19.7,15.0,404,9.6,12.0,1.1,0.49,0.1
948,YL2,2010-01-11,7.3,7.2,18.2,43.0,215,17.0,3.9,3.4,1.7,0.23
949,YL2,2010-02-25,7.6,7.7,26.3,14.0,343,14.0,14.0,3.8,1.8,1.2
950,YL2,2010-03-17,7.6,6.3,24.2,6.2,262,24.0,14.0,2.8,0.8,0.58
951,YL2,2010-04-22,7.8,7.0,27.5,1.9,479,9.4,10.0,2.1,0.98,0.56
952,YL2,2010-05-24,7.7,11.4,30.7,14.0,429,5.6,6.9,1.4,1.8,0.48
953,YL2,2010-06-18,7.3,8.6,31.5,12.0,458,7.7,5.7,1.5,1.2,0.42
954,YL2,2010-07-08,7.7,10.5,33.5,6.0,531,10.0,7.1,2.0,1.6,0.67
955,YL2,2010-08-25,7.4,7.6,30.8,2.3,493,4.5,8.2,1.7,1.5,0.58
956,YL2,2010-09-08,7.4,7.1,31.3,13.0,405,3.7,4.5,1.0,1.4,0.41
957,YL2,2010-10-14,7.5,7.4,32.5,6.4,495,6.1,9.8,2.5,2.2,0.83
958,YL2,2010-11-10,7.6,6.2,26.4,7.7,494,11.0,11.0,2.3,2.2,0.77
959,YL2,2010-12-08,7.4,5.8,23.3,9.7,484,7.8,14.0,2.8,1.7,0.86
960,YL3,2010-01-11,7.3,6.2,17.3,83.0,257,54.0,5.5,1.6,0.69,0.2
961,YL3,2010-02-25,7.6,4.5,23.5,21.0,447,63.0,9.4,1.3,0.002,0.002
962,YL3,2010-03-17,7.6,4.0,21.6,41.0,615,67.0,9.0,1.1,0.002,0.002
963,YL3,2010-04-22,7.7,2.7,25.4,31.0,686,66.0,26.0,2.7,0.002,0.012
964,YL3,2010-05-24,7.4,3.1,28.5,27.0,453,31.0,7.6,1.1,0.56,0.26
965,YL3,2010-06-18,7.1,7.3,29.4,23.0,480,34.0,11.0,1.5,0.002,0.002
966,YL3,2010-07-08,7.6,3.9,31.2,26.0,437,34.0,6.5,1.0,0.009,0.03
967,YL3,2010-08-25,7.3,4.6,29.4,14.0,381,18.0,5.8,0.96,0.16,0.13
968,YL3,2010-09-08,7.2,3.6,31.5,20.0,408,23.0,6.9,1.0,0.2,0.14
969,YL3,2010-10-14,7.8,3.3,29.7,20.0,423,22.0,5.1,1.3,0.4,0.25
970,YL3,2010-11-10,7.6,2.9,23.5,7.3,481,64.0,12.0,1.5,0.002,0.002
971,YL3,2010-12-08,7.3,3.5,20.4,20.0,419,28.0,9.9,1.1,0.002,0.002
972,YL4,2010-01-11,7.4,8.0,17.4,85.0,257,71.0,3.2,0.69,0.62,0.17
973,YL4,2010-02-25,7.6,4.5,21.9,61.0,287,130.0,7.4,1.7,0.002,0.002
974,YL4,2010-03-17,7.5,6.5,21.3,87.0,498,200.0,9.0,2.5,0.002,0.005
975,YL4,2010-04-22,7.6,3.3,24.5,52.0,505,140.0,8.6,1.6,0.002,0.015
976,YL4,2010-05-24,7.4,3.1,27.5,94.0,564,240.0,13.0,1.7,0.002,0.013
977,YL4,2010-06-18,7.0,2.9,28.8,65.0,547,220.0,4.6,1.4,0.002,0.002
978,YL4,2010-07-08,7.4,2.9,30.6,53.0,497,120.0,6.4,1.5,0.002,0.007
979,YL4,2010-08-25,7.1,3.9,29.6,35.0,485,76.0,6.5,1.5,0.002,0.002
980,YL4,2010-09-08,7.1,2.4,30.9,64.0,549,95.0,7.0,1.5,0.002,0.005
981,YL4,2010-10-14,7.1,2.2,29.4,72.0,494,110.0,6.6,1.6,0.002,0.006
982,YL4,2010-11-10,7.3,2.9,23.5,26.0,450,124.0,12.0,1.4,0.002,0.005
983,YL4,2010-12-08,7.3,7.2,20.8,47.0,427,74.0,10.0,1.8,0.002,0.005
0,AN1,2009-01-12,8.0,10.8,12.8,5.6,159,7.6,1.2,0.77,3.1,0.43
1,AN1,2009-02-12,8.3,9.1,21.1,5.8,204,4.2,0.19,0.51,4.0,0.27
2,AN1,2009-03-06,8.5,9.3,17.8,3.8,562,0.8,0.19,0.05,1.8,0.069
3,AN1,2009-04-16,8.3,8.9,23.5,7.6,165,8.3,0.087,0.14,2.6,0.1
4,AN1,2009-05-22,8.8,8.7,26.1,6.5,259,11.0,0.034,0.27,2.9,0.18
5,AN1,2009-06-01,8.8,8.6,25.3,3.2,120,7.2,0.15,0.23,2.0,0.2
6,AN1,2009-07-08,7.9,7.7,28.2,3.6,126,1.6,0.26,0.12,0.95,0.06
7,AN1,2009-08-13,7.8,8.0,26.1,9.2,103,0.4,0.055,0.07,1.0,0.012
8,AN1,2009-09-11,7.7,7.7,26.6,8.0,386,8.6,0.28,0.17,1.5,0.11
9,AN1,2009-10-14,7.9,8.2,25.7,2.9,73,3.8,0.16,0.14,1.3,0.13
10,AN1,2009-11-23,7.7,9.1,17.8,1.3,159,2.8,1.2,0.39,1.7,0.24
11,AN1,2009-12-05,7.9,9.6,17.4,1.5,155,1.5,0.066,0.19,2.9,0.086
12,AN2,2009-01-12,7.9,11.6,11.7,2.2,142,3.2,1.2,0.76,3.6,0.29
13,AN2,2009-02-12,8.5,10.9,21.0,8.5,386,8.1,1.3,0.89,5.0,0.58
14,AN2,2009-03-06,7.7,9.1,17.6,2.9,190,2.2,0.57,0.14,2.2,0.049
15,AN2,2009-04-16,7.9,8.5,23.1,3.7,251,3.0,0.42,0.15,2.0,0.081
16,AN2,2009-05-22,8.4,9.0,25.9,1.6,239,4.6,0.32,0.27,2.5,0.26
17,AN2,2009-06-01,8.0,8.2,24.8,2.3,248,2.5,0.5,0.19,1.5,0.13
18,AN2,2009-07-08,7.9,7.8,27.2,2.7,141,0.5,0.29,0.09,0.68,0.034
19,AN2,2009-08-13,7.8,8.0,25.7,12.0,101,0.4,0.062,0.08,0.8,0.01
20,AN2,2009-09-11,8.0,7.8,26.2,3.5,104,1.6,0.35,0.13,0.77,0.05
21,AN2,2009-10-14,8.3,9.0,25.4,2.8,66,2.5,0.47,0.13,0.77,0.11
22,AN2,2009-11-23,8.3,9.7,17.6,1.8,173,1.5,0.23,0.15,1.2,0.11
23,AN2,2009-12-05,8.4,10.1,17.5,1.2,181,2.2,0.28,0.22,2.1,0.19
24,DB1,2009-01-06,7.5,10.1,17.1,2.0,33,0.2,0.015,0.02,0.18,0.002
25,DB1,2009-02-02,7.7,9.7,18.1,3.0,36,0.1,0.019,0.02,0.17,0.002
26,DB1,2009-03-18,7.3,8.9,21.8,2.8,41,0.1,0.015,0.02,0.32,0.002
27,DB1,2009-04-02,7.4,9.1,20.8,3.3,37,0.1,0.012,0.02,0.4,0.004
28,DB1,2009-05-08,7.5,8.4,24.8,2.8,40,0.2,0.018,0.02,0.26,0.003
29,DB1,2009-06-05,7.5,7.9,27.4,4.2,40,0.1,0.012,0.02,0.41,0.003
30,DB1,2009-07-02,7.9,7.6,30.3,13.0,44,0.1,0.018,0.02,0.24,0.004
31,DB1,2009-08-17,7.6,7.7,28.5,13.0,30,0.3,0.01,0.02,0.26,0.003
32,DB1,2009-09-02,7.6,7.7,28.4,37.0,44,0.3,0.016,0.02,0.29,0.004
33,DB1,2009-10-19,7.5,8.4,25.6,14.0,39,0.5,0.017,0.02,0.22,0.002
34,DB1,2009-11-04,7.6,9.6,19.6,2.4,39,0.2,0.015,0.02,0.18,0.002
35,DB1,2009-12-01,7.8,9.5,18.7,3.8,35,1.1,0.01,0.02,0.18,0.002
36,DB2,2009-01-06,7.7,10.0,16.9,4.4,44,0.6,0.016,0.02,0.12,0.002
37,DB2,2009-02-02,7.9,9.6,17.9,2.0,48,0.3,0.018,0.02,0.11,0.002
38,DB2,2009-03-18,7.4,8.4,22.9,5.2,58,0.1,0.014,0.02,0.28,0.002
39,DB2,2009-04-02,7.5,8.8,21.1,2.5,47,0.1,0.013,0.02,0.35,0.002
40,DB2,2009-05-08,7.5,8.3,25.7,2.6,51,0.1,0.022,0.02,0.16,0.002
41,DB2,2009-06-05,7.5,7.6,27.9,6.0,69,1.0,1.2,0.02,0.34,0.002
42,DB2,2009-07-02,7.4,7.3,31.1,3.5,57,0.1,0.041,0.02,0.16,0.003
43,DB2,2009-08-17,7.5,7.6,28.9,3.1,26,0.2,0.02,0.02,0.25,0.002
44,DB2,2009-09-02,7.9,7.9,28.8,3.6,47,0.7,0.016,0.02,0.16,0.002
45,DB2,2009-10-19,7.5,8.5,26.2,10.0,46,0.8,0.018,0.02,0.14,0.002
46,DB2,2009-11-04,7.3,9.7,19.0,2.2,233,0.1,0.016,0.02,0.1,0.002
47,DB2,2009-12-01,8.0,9.7,18.0,3.7,42,1.3,0.01,0.02,0.1,0.004
48,DB3,2009-01-06,7.2,9.3,18.2,3.2,61,1.8,1.7,0.15,0.23,0.003
49,DB3,2009-02-02,7.3,9.1,19.2,2.3,45,0.1,0.033,0.02,0.23,0.002
50,DB3,2009-03-18,7.1,8.6,21.8,10.0,66,0.6,0.041,0.02,0.3,0.003
51,DB3,2009-04-02,7.1,8.6,21.2,5.8,64,0.3,0.055,0.02,0.27,0.002
52,DB3,2009-05-08,7.4,9.1,25.7,3.7,60,0.1,0.042,0.03,0.19,0.004
53,DB3,2009-06-05,7.2,7.5,28.7,9.3,48,0.1,0.028,0.02,0.29,0.009
54,DB3,2009-07-02,7.4,7.4,31.3,12.0,50,0.1,0.016,0.02,0.14,0.003
55,DB3,2009-08-17,7.3,7.3,29.7,7.0,44,0.1,0.021,0.02,0.2,0.003
56,DB3,2009-09-02,7.4,7.9,29.8,7.8,44,0.3,0.014,0.02,0.14,0.002
57,DB3,2009-10-19,7.1,8.3,26.0,5.7,42,0.5,0.022,0.02,0.21,0.002
58,DB3,2009-11-04,7.2,9.2,20.4,7.1,36,0.1,0.019,0.02,0.19,0.002
59,DB3,2009-12-01,7.5,9.3,19.3,2.8,23,0.7,0.015,0.02,0.19,0.004
60,DB5,2009-01-06,7.2,10.0,17.1,4.2,34,0.5,0.019,0.02,0.17,0.002
61,DB5,2009-02-02,7.2,9.6,18.7,3.4,36,0.1,0.02,0.02,0.15,0.002
62,DB5,2009-03-18,7.2,8.7,22.4,29.0,41,0.2,0.013,0.02,0.21,0.002
63,DB5,2009-04-02,7.1,9.0,20.2,6.3,39,0.2,0.37,0.28,0.74,0.007
64,DB5,2009-05-08,7.3,8.9,24.2,6.5,42,0.1,0.013,0.02,0.17,0.003
65,DB5,2009-06-05,7.1,7.6,28.5,57.0,42,0.2,0.015,0.02,0.3,0.002
